sbp,dbp,cp,sut,dt,dt10,st10_p_dt10,st10_d_dt10,dt25,st25_p_dt25,st25_d_dt25,dt33,st33_p_dt33,st33_d_dt33,dt50,st50_p_dt50,st50_d_dt50,dt66,st66_p_dt66,st66_d_dt66,dt75,st75_p_dt75,st75_d_dt75
136.3239,78.2971,0.512,0.128,0.392,0.288,0.384,3,0.176,0.256,2.2,0.144,0.216,2,0.104,0.168,1.625,0.088,0.136,1.833333,0.072,0.112,1.8
142.8202,135.1028,0.528,0.12,0.4,0.296,0.384,3.363636,0.192,0.264,2.666667,0.152,0.216,2.375,0.112,0.168,2,0.088,0.136,1.833333,0.08,0.12,2
93.683,93.5365,0.52,0.128,0.392,0.296,0.392,3.08333,0.208,0.288,2.6,0.16,0.24,2,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.12,1.5
86.0633,85.4283,0.512,0.128,0.392,0.32,0.416,3.33333,0.176,0.256,2.2,0.136,0.216,1.7,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.12,1.5
135.6401,80.34855,0.52,0.12,0.392,0.304,0.4,3.166667,0.184,0.264,2.3,0.144,0.216,2,0.104,0.168,1.625,0.088,0.144,1.571429,0.072,0.112,1.8
145.8485,139.0592,0.528,0.128,0.392,0.296,0.392,3.083333,0.192,0.272,2.4,0.144,0.224,1.8,0.112,0.176,1.75,0.088,0.144,1.571429,0.072,0.12,1.5
141.5991,81.37428,0.52,0.136,0.392,0.32,0.424,3.076923,0.192,0.28,2.181818,0.152,0.232,1.9,0.112,0.176,1.75,0.088,0.144,1.571429,0.072,0.12,1.5
148.828,141.0618,0.52,0.128,0.392,0.28,0.376,2.916667,0.184,0.264,2.3,0.144,0.216,2,0.112,0.176,1.75,0.088,0.144,1.571429,0.072,0.12,1.5
86.9913,85.8191,0.512,0.128,0.384,0.288,0.384,3,0.176,0.256,2.2,0.136,0.216,1.7,0.104,0.168,1.625,0.08,0.136,1.42857,0.072,0.12,1.5
138.7661,80.49508,0.528,0.128,0.4,0.288,0.384,3,0.192,0.272,2.4,0.152,0.224,2.111111,0.104,0.168,1.625,0.088,0.136,1.833333,0.072,0.12,1.5
145.7997,138.2288,0.504,0.128,0.384,0.288,0.384,3,0.2,0.288,2.272727,0.152,0.232,1.9,0.112,0.184,1.555556,0.088,0.144,1.571429,0.072,0.12,1.5
138.473,80.00664,0.528,0.12,0.4,0.304,0.392,3.454545,0.208,0.28,2.888889,0.16,0.224,2.5,0.12,0.176,2.142857,0.096,0.144,2,0.08,0.12,2
141.941,136.8123,0.528,0.128,0.4,0.36,0.456,3.75,0.24,0.32,3,0.184,0.256,2.555556,0.12,0.184,1.875,0.096,0.144,2,0.08,0.128,1.666667
93.2434,93.0969,0.504,0.128,0.376,0.312,0.408,3.25,0.2,0.288,2.27273,0.144,0.224,1.8,0.104,0.176,1.44444,0.08,0.136,1.42857,0.072,0.12,1.5
139.0103,80.7393,0.512,0.128,0.384,0.304,0.4,3.166667,0.192,0.272,2.4,0.152,0.232,1.9,0.112,0.176,1.75,0.088,0.144,1.571429,0.072,0.12,1.5
144.2366,138.2288,0.504,0.128,0.376,0.296,0.392,3.083333,0.184,0.272,2.090909,0.144,0.224,1.8,0.112,0.176,1.75,0.096,0.152,1.714286,0.08,0.128,1.666667
141.0618,81.42312,0.496,0.128,0.376,0.288,0.384,3,0.2,0.288,2.272727,0.16,0.24,2,0.12,0.184,1.875,0.088,0.144,1.571429,0.08,0.128,1.666667
147.9488,140.4756,0.512,0.12,0.392,0.304,0.392,3.454545,0.192,0.264,2.666667,0.152,0.224,2.111111,0.12,0.176,2.142857,0.096,0.144,2,0.08,0.12,2
134.5167,121.7195,0.536,0.12,0.416,0.344,0.432,3.909091,0.264,0.336,3.666667,0.176,0.248,2.444444,0.112,0.168,2,0.088,0.136,1.833333,0.072,0.112,1.8
133.0025,91.24079,0.552,0.12,0.424,0.376,0.464,4.272727,0.232,0.304,3.222222,0.168,0.24,2.333333,0.128,0.184,2.285714,0.104,0.152,2.166667,0.088,0.128,2.2
94.611,76.9295,0.52,0.128,0.384,0.264,0.368,2.53846,0.184,0.272,2.09091,0.152,0.232,1.9,0.104,0.176,1.44444,0.08,0.136,1.42857,0.064,0.112,1.33333
83.2304,76.8806,0.52,0.136,0.4,0.328,0.424,3.41667,0.264,0.344,3.3,0.168,0.24,2.33333,0.112,0.176,1.75,0.088,0.136,1.83333,0.072,0.112,1.8
82.6931,78.8832,0.536,0.12,0.408,0.352,0.44,4,0.152,0.224,2.11111,0.136,0.208,1.88889,0.112,0.168,2,0.096,0.144,2,0.08,0.12,2
79.8601,67.3072,0.528,0.128,0.376,0.32,0.416,3.33333,0.224,0.312,2.54545,0.184,0.264,2.3,0.112,0.184,1.55556,0.088,0.144,1.57143,0.08,0.128,1.66667
70.824,69.3098,0.512,0.152,0.392,0.304,0.424,2.53333,0.216,0.312,2.25,0.16,0.248,1.81818,0.104,0.184,1.3,0.08,0.144,1.25,0.064,0.12,1.14286
134.6632,130.8045,0.52,0.12,0.392,0.272,0.36,3.090909,0.152,0.224,2.111111,0.128,0.2,1.777778,0.104,0.16,1.857143,0.08,0.128,1.666667,0.072,0.112,1.8
143.7482,83.2792,0.52,0.128,0.392,0.336,0.432,3.5,0.248,0.328,3.1,0.16,0.232,2.222222,0.112,0.176,1.75,0.088,0.144,1.571429,0.072,0.12,1.5
84.5491,84.0119,0.52,0.128,0.392,0.336,0.432,3.5,0.248,0.328,3.1,0.152,0.232,1.9,0.112,0.176,1.75,0.08,0.136,1.42857,0.064,0.112,1.33333
84.8422,80.6905,0.512,0.128,0.384,0.328,0.424,3.41667,0.256,0.344,2.90909,0.2,0.28,2.5,0.12,0.192,1.66667,0.088,0.144,1.57143,0.072,0.12,1.5
82.8396,72.4358,0.504,0.128,0.384,0.304,0.4,3.16667,0.216,0.296,2.7,0.16,0.24,2,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.12,1.5
73.0708,72.68,0.512,0.12,0.384,0.336,0.424,3.81818,0.192,0.272,2.4,0.128,0.2,1.77778,0.096,0.152,1.71429,0.072,0.12,1.5,0.064,0.104,1.6
131.1953,130.2184,0.512,0.128,0.384,0.36,0.456,3.75,0.272,0.352,3.4,0.2,0.272,2.777778,0.112,0.176,1.75,0.088,0.136,1.833333,0.072,0.112,1.8
148.2907,73.36384,0.544,0.128,0.416,0.352,0.448,3.666667,0.28,0.36,3.5,0.232,0.304,3.222222,0.128,0.192,2,0.088,0.144,1.571429,0.072,0.12,1.5
87.6752,85.6726,0.528,0.128,0.408,0.336,0.432,3.5,0.248,0.328,3.1,0.16,0.24,2,0.104,0.168,1.625,0.08,0.136,1.42857,0.064,0.112,1.33333
144.8228,71.80083,0.552,0.12,0.424,0.344,0.432,3.909091,0.28,0.352,3.888889,0.256,0.32,4,0.136,0.192,2.428571,0.096,0.144,2,0.08,0.12,2
89.0916,86.7471,0.544,0.128,0.416,0.344,0.44,3.58333,0.264,0.344,3.3,0.208,0.28,2.88889,0.12,0.184,1.875,0.088,0.144,1.57143,0.08,0.128,1.66667
146.0439,72.8754,0.544,0.128,0.424,0.344,0.44,3.583333,0.272,0.352,3.4,0.216,0.288,3,0.128,0.192,2,0.096,0.144,2,0.08,0.128,1.666667
88.5544,86.9425,0.536,0.12,0.344,0.288,0.376,3.27273,0.24,0.312,3.33333,0.224,0.296,3.11111,0.152,0.208,2.71429,0.104,0.152,2.16667,0.088,0.128,2.2
150.4887,72.38696,0.584,0.192,0.136,0.12,0.24,1,0.096,0.176,1.2,0.088,0.16,1.222222,0.072,0.128,1.285714,0.056,0.104,1.166667,0.048,0.088,1.2
94.1226,83.8653,0.52,0.448,0.392,0.336,0.768,0.777778,0.24,0.632,0.612245,0.176,0.272,1.83333,0.096,0.184,1.09091,0.072,0.144,1,0.064,0.128,1
73.5592,71.4101,0.528,0.128,0.392,0.328,0.432,3.15385,0.272,0.36,3.09091,0.216,0.296,2.7,0.12,0.184,1.875,0.088,0.144,1.57143,0.072,0.12,1.5
156.2034,73.51038,0.52,0.136,0.4,0.336,0.44,3.230769,0.24,0.328,2.727273,0.216,0.296,2.7,0.12,0.192,1.666667,0.088,0.144,1.571429,0.072,0.128,1.285714
98.9093,82.3512,0.528,0.12,0.4,0.336,0.424,3.81818,0.288,0.368,3.6,0.24,0.312,3.33333,0.112,0.176,1.75,0.088,0.136,1.83333,0.072,0.112,1.8
85.3795,77.3202,0.52,0.128,0.4,0.36,0.456,3.75,0.304,0.392,3.45455,0.272,0.352,3.4,0.112,0.176,1.75,0.08,0.136,1.42857,0.064,0.112,1.33333
138.7661,70.28667,0.544,0.128,0.424,0.352,0.44,4,0.272,0.344,3.777778,0.168,0.24,2.333333,0.104,0.16,1.857143,0.08,0.128,1.666667,0.064,0.104,1.6
85.0376,81.4231,0.552,0.12,0.424,0.336,0.424,3.81818,0.28,0.36,3.5,0.272,0.344,3.77778,0.152,0.216,2.375,0.104,0.152,2.16667,0.08,0.12,2
142.9178,70.62857,0.552,0.128,0.424,0.352,0.448,3.666667,0.272,0.352,3.4,0.224,0.296,3.111111,0.128,0.192,2,0.088,0.136,1.833333,0.072,0.112,1.8
87.5286,84.7934,0.528,0.128,0.408,0.328,0.424,3.41667,0.256,0.336,3.2,0.216,0.288,3,0.12,0.184,1.875,0.088,0.136,1.83333,0.072,0.112,1.8
143.3574,70.72626,0.536,0.12,0.4,0.248,0.336,2.818182,0.136,0.208,1.888889,0.12,0.184,1.875,0.096,0.152,1.714286,0.072,0.112,1.8,0.064,0.104,1.6
87.1379,84.6957,0.544,0.136,0.416,0.336,0.432,3.5,0.272,0.352,3.4,0.232,0.304,3.22222,0.128,0.192,2,0.096,0.144,2,0.08,0.12,2
140.8664,70.53089,0.536,0.128,0.4,0.336,0.432,3.5,0.264,0.352,3,0.216,0.296,2.7,0.12,0.184,1.875,0.088,0.144,1.571429,0.072,0.12,1.5
86.2587,83.7188,0.528,0.136,0.4,0.336,0.44,3.23077,0.264,0.352,3,0.232,0.312,2.9,0.128,0.2,1.77778,0.088,0.144,1.57143,0.072,0.12,1.5
137.9358,70.53089,0.52,0.128,0.392,0.32,0.416,3.333333,0.232,0.32,2.636364,0.176,0.256,2.2,0.112,0.176,1.75,0.088,0.144,1.571429,0.072,0.12,1.5
86.2587,82.9861,0.52,0.128,0.4,0.344,0.44,3.58333,0.288,0.376,3.27273,0.256,0.336,3.2,0.128,0.192,2,0.096,0.152,1.71429,0.072,0.12,1.5
77.0272,75.9037,0.552,0.12,0.4,0.344,0.44,3.58333,0.256,0.336,3.2,0.2,0.272,2.77778,0.128,0.184,2.28571,0.096,0.144,2,0.088,0.128,2.2
141.7456,71.80083,0.512,0.152,0.384,0.32,0.432,2.857143,0.24,0.344,2.307692,0.2,0.296,2.083333,0.112,0.192,1.4,0.08,0.152,1.111111,0.064,0.128,1
87.6263,85.4283,0.544,0.128,0.392,0.32,0.416,3.33333,0.248,0.336,2.81818,0.216,0.296,2.7,0.128,0.2,1.77778,0.088,0.144,1.57143,0.08,0.128,1.66667
135.2982,68.91903,0.536,0.12,0.416,0.368,0.456,4.181818,0.264,0.344,3.3,0.152,0.224,2.111111,0.12,0.184,1.875,0.088,0.136,1.833333,0.072,0.12,1.5
80.0066,79.8113,0.536,0.12,0.408,0.328,0.424,3.41667,0.168,0.248,2.1,0.144,0.224,1.8,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.12,1.5
80.1043,79.909,0.536,0.128,0.408,0.344,0.44,3.58333,0.264,0.352,3,0.168,0.248,2.1,0.12,0.184,1.875,0.088,0.144,1.57143,0.08,0.128,1.66667
136.8123,69.16325,0.536,0.128,0.408,0.344,0.44,3.583333,0.304,0.384,3.8,0.264,0.344,3.3,0.128,0.192,2,0.096,0.152,1.714286,0.08,0.128,1.666667
81.8139,81.7162,0.52,0.128,0.4,0.304,0.4,3.16667,0.192,0.272,2.4,0.136,0.216,1.7,0.104,0.168,1.625,0.08,0.136,1.42857,0.072,0.12,1.5
136.617,69.40747,0.552,0.12,0.416,0.352,0.44,4,0.248,0.328,3.1,0.2,0.272,2.777778,0.136,0.192,2.428571,0.104,0.152,2.166667,0.088,0.128,2.2
134.6632,67.5514,0.52,0.136,0.4,0.256,0.36,2.461538,0.16,0.248,1.818182,0.128,0.208,1.6,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.12,1.142857
77.9063,77.8087,0.536,0.12,0.416,0.296,0.384,3.36364,0.224,0.304,2.8,0.168,0.24,2.33333,0.112,0.176,1.75,0.08,0.128,1.66667,0.072,0.112,1.8
132.1721,66.37914,0.528,0.12,0.408,0.328,0.424,3.416667,0.224,0.304,2.8,0.168,0.24,2.333333,0.12,0.176,2.142857,0.096,0.144,2,0.08,0.12,2
78.5902,78.3459,0.544,0.12,0.408,0.304,0.392,3.45455,0.16,0.232,2.22222,0.136,0.2,2.125,0.112,0.168,2,0.08,0.128,1.66667,0.072,0.112,1.8
130.951,67.1118,0.528,0.136,0.4,0.312,0.416,3,0.224,0.312,2.545455,0.168,0.248,2.1,0.112,0.184,1.555556,0.088,0.144,1.571429,0.072,0.12,1.5
79.0298,78.9321,0.528,0.128,0.408,0.312,0.408,3.25,0.208,0.288,2.6,0.152,0.224,2.11111,0.128,0.192,2,0.096,0.152,1.71429,0.08,0.128,1.66667
79.1763,78.9321,0.544,0.12,0.416,0.336,0.424,3.81818,0.224,0.296,3.11111,0.168,0.24,2.33333,0.12,0.176,2.14286,0.096,0.144,2,0.08,0.12,2
122.9406,67.25833,0.568,0.136,0.424,0.344,0.448,3.307692,0.224,0.312,2.545455,0.168,0.256,1.909091,0.12,0.192,1.666667,0.096,0.16,1.5,0.08,0.136,1.428571
122.1103,66.6722,0.56,0.144,0.424,0.312,0.424,2.785714,0.2,0.296,2.083333,0.152,0.24,1.727273,0.112,0.192,1.4,0.088,0.152,1.375,0.072,0.128,1.285714
120.8892,66.37914,0.568,0.136,0.432,0.336,0.44,3.230769,0.208,0.296,2.363636,0.16,0.24,2,0.12,0.192,1.666667,0.096,0.152,1.714286,0.08,0.128,1.666667
119.0331,65.06035,0.56,0.136,0.424,0.328,0.432,3.153846,0.192,0.28,2.181818,0.152,0.232,1.9,0.12,0.192,1.666667,0.096,0.152,1.714286,0.08,0.128,1.666667
120.303,66.62336,0.576,0.136,0.44,0.328,0.432,3.153846,0.224,0.312,2.545455,0.168,0.248,2.1,0.12,0.192,1.666667,0.096,0.152,1.714286,0.08,0.128,1.666667
120.1077,65.40226,0.576,0.136,0.44,0.32,0.424,3.076923,0.216,0.304,2.454545,0.168,0.248,2.1,0.128,0.2,1.777778,0.096,0.152,1.714286,0.08,0.128,1.666667
118.8865,64.91381,0.576,0.136,0.44,0.312,0.416,3,0.208,0.304,2.166667,0.168,0.256,1.909091,0.12,0.192,1.666667,0.096,0.16,1.5,0.08,0.128,1.666667
118.5935,64.57191,0.584,0.136,0.448,0.328,0.432,3.153846,0.224,0.312,2.545455,0.176,0.256,2.2,0.128,0.2,1.777778,0.096,0.16,1.5,0.08,0.136,1.428571
117.2259,63.59502,0.576,0.136,0.432,0.32,0.424,3.076923,0.2,0.288,2.272727,0.152,0.232,1.9,0.12,0.192,1.666667,0.096,0.152,1.714286,0.08,0.128,1.666667
117.8608,65.49994,0.576,0.144,0.44,0.328,0.432,3.153846,0.224,0.312,2.545455,0.176,0.264,2,0.12,0.192,1.666667,0.096,0.16,1.5,0.08,0.136,1.428571
118.3004,64.47422,0.584,0.136,0.448,0.328,0.432,3.153846,0.224,0.312,2.545455,0.176,0.256,2.2,0.128,0.192,2,0.096,0.152,1.714286,0.088,0.136,1.833333
117.5678,64.23,0.584,0.136,0.448,0.312,0.416,3,0.224,0.312,2.545455,0.184,0.272,2.090909,0.128,0.2,1.777778,0.096,0.152,1.714286,0.08,0.128,1.666667
117.6654,64.37653,0.592,0.136,0.448,0.312,0.416,3,0.216,0.304,2.454545,0.176,0.264,2,0.12,0.192,1.666667,0.096,0.16,1.5,0.08,0.128,1.666667
110.925,70.92164,0.472,0.12,0.352,0.296,0.384,3.363636,0.224,0.296,3.111111,0.192,0.264,2.666667,0.152,0.208,2.714286,0.104,0.152,2.166667,0.08,0.12,2
76.4899,76.2456,0.464,0.12,0.304,0.256,0.352,2.66667,0.192,0.272,2.4,0.168,0.24,2.33333,0.12,0.184,1.875,0.088,0.136,1.83333,0.064,0.104,1.6
113.7579,74.43841,0.456,0.16,0.336,0.288,0.392,2.769231,0.224,0.312,2.545455,0.192,0.272,2.4,0.128,0.2,1.777778,0.088,0.144,1.571429,0.072,0.12,1.5
113.3183,75.65952,0.472,0.12,0.344,0.288,0.376,3.272727,0.208,0.28,2.888889,0.176,0.248,2.444444,0.128,0.184,2.285714,0.088,0.136,1.833333,0.072,0.112,1.8
114.6371,75.65952,0.464,0.128,0.336,0.296,0.392,3.083333,0.224,0.304,2.8,0.192,0.272,2.4,0.136,0.2,2.125,0.096,0.144,2,0.072,0.112,1.8
114.9302,75.65952,0.464,0.128,0.344,0.304,0.4,3.166667,0.232,0.312,2.9,0.208,0.288,2.6,0.152,0.216,2.375,0.104,0.16,1.857143,0.08,0.128,1.666667
108.4339,69.9936,0.464,0.12,0.336,0.248,0.344,2.583333,0.184,0.264,2.3,0.16,0.232,2.222222,0.12,0.184,1.875,0.088,0.136,1.833333,0.072,0.112,1.8
110.925,71.36124,0.456,0.128,0.336,0.296,0.392,3.083333,0.224,0.304,2.8,0.192,0.272,2.4,0.144,0.208,2.25,0.096,0.152,1.714286,0.072,0.12,1.5
111.5599,74.87801,0.464,0.12,0.336,0.296,0.384,3.363636,0.224,0.304,2.8,0.192,0.264,2.666667,0.144,0.2,2.571429,0.096,0.144,2,0.072,0.112,1.8
112.6833,75.21992,0.456,0.128,0.336,0.288,0.384,3,0.216,0.296,2.7,0.184,0.264,2.3,0.144,0.208,2.25,0.096,0.144,2,0.08,0.128,1.666667
113.6602,75.61067,0.464,0.12,0.344,0.296,0.392,3.083333,0.232,0.312,2.9,0.208,0.28,2.888889,0.144,0.208,2.25,0.104,0.152,2.166667,0.088,0.136,1.833333
107.3105,69.74938,0.464,0.12,0.336,0.248,0.336,2.818182,0.184,0.256,2.555556,0.16,0.232,2.222222,0.12,0.176,2.142857,0.08,0.128,1.666667,0.064,0.104,1.6
73.6081,73.5104,0.464,0.128,0.336,0.296,0.392,3.08333,0.224,0.304,2.8,0.192,0.264,2.66667,0.144,0.208,2.25,0.096,0.144,2,0.072,0.112,1.8
111.1203,72.68003,0.456,0.128,0.336,0.28,0.376,2.916667,0.208,0.288,2.6,0.176,0.248,2.444444,0.12,0.184,1.875,0.088,0.144,1.571429,0.072,0.12,1.5
110.9738,74.5361,0.472,0.12,0.344,0.296,0.384,3.363636,0.224,0.296,3.111111,0.192,0.264,2.666667,0.136,0.192,2.428571,0.096,0.144,2,0.072,0.112,1.8
127.9227,84.40261,0.52,0.152,0.376,0.312,0.424,2.785714,0.248,0.344,2.583333,0.208,0.304,2.166667,0.128,0.208,1.6,0.088,0.152,1.375,0.072,0.128,1.285714
124.699,83.42573,0.528,0.144,0.384,0.336,0.448,3,0.264,0.36,2.75,0.224,0.312,2.545455,0.152,0.224,2.111111,0.104,0.16,1.857143,0.088,0.136,1.833333
125.2851,79.22514,0.536,0.144,0.384,0.32,0.432,2.857143,0.224,0.32,2.333333,0.192,0.28,2.181818,0.136,0.208,1.888889,0.096,0.16,1.5,0.072,0.128,1.285714
94.1714,93.9272,0.512,0.152,0.376,0.328,0.448,2.73333,0.28,0.384,2.69231,0.208,0.304,2.16667,0.12,0.2,1.5,0.088,0.152,1.375,0.072,0.128,1.28571
87.1379,84.9887,0.512,0.136,0.384,0.304,0.408,2.92308,0.224,0.32,2.33333,0.192,0.28,2.18182,0.128,0.2,1.77778,0.088,0.144,1.57143,0.072,0.12,1.5
127.6296,81.81387,0.536,0.128,0.392,0.32,0.416,3.333333,0.256,0.336,3.2,0.2,0.28,2.5,0.128,0.192,2,0.096,0.144,2,0.08,0.12,2
92.5107,92.3642,0.536,0.144,0.376,0.312,0.416,3,0.248,0.336,2.81818,0.2,0.28,2.5,0.12,0.184,1.875,0.088,0.136,1.83333,0.064,0.104,1.6
91.5339,90.85,0.52,0.16,0.376,0.312,0.432,2.6,0.24,0.344,2.30769,0.2,0.296,2.08333,0.136,0.224,1.54545,0.096,0.168,1.33333,0.072,0.136,1.125
90.6058,90.3616,0.52,0.144,0.376,0.28,0.392,2.5,0.208,0.304,2.16667,0.16,0.248,1.81818,0.104,0.176,1.44444,0.08,0.136,1.42857,0.072,0.12,1.5
87.724,86.9425,0.52,0.144,0.384,0.336,0.448,3,0.256,0.352,2.66667,0.216,0.304,2.45455,0.144,0.216,2,0.096,0.152,1.71429,0.08,0.128,1.66667
84.1095,82.9861,0.528,0.136,0.384,0.344,0.456,3.07143,0.24,0.336,2.5,0.2,0.288,2.27273,0.128,0.2,1.77778,0.088,0.144,1.57143,0.072,0.12,1.5
125.0409,83.2792,0.528,0.144,0.376,0.328,0.44,2.928571,0.232,0.328,2.416667,0.208,0.296,2.363636,0.136,0.216,1.7,0.096,0.16,1.5,0.072,0.128,1.285714
87.1867,87.1379,0.52,0.152,0.376,0.328,0.448,2.73333,0.264,0.368,2.53846,0.232,0.328,2.41667,0.16,0.24,2,0.104,0.168,1.625,0.08,0.136,1.42857
127.0435,82.35116,0.52,0.144,0.376,0.296,0.408,2.642857,0.232,0.328,2.416667,0.192,0.28,2.181818,0.128,0.2,1.777778,0.088,0.152,1.375,0.072,0.128,1.285714
112.6467,55.3455,0.72,0.184,0.544,0.44,0.584,3.055556,0.304,0.424,2.533333,0.256,0.368,2.285714,0.152,0.248,1.583333,0.104,0.184,1.3,0.08,0.152,1.111111
114.4068,55.54107,0.744,0.176,0.56,0.44,0.576,3.235294,0.344,0.464,2.866667,0.288,0.4,2.571429,0.176,0.264,2,0.12,0.192,1.666667,0.096,0.16,1.5
113.8201,55.14993,0.728,0.184,0.552,0.432,0.576,3,0.312,0.432,2.6,0.264,0.376,2.357143,0.152,0.248,1.583333,0.104,0.184,1.3,0.08,0.152,1.111111
110.1043,54.7588,0.728,0.176,0.544,0.432,0.568,3.176471,0.32,0.44,2.666667,0.264,0.376,2.357143,0.144,0.24,1.5,0.104,0.184,1.3,0.08,0.144,1.25
109.7132,53.78096,0.736,0.184,0.544,0.424,0.56,3.117647,0.312,0.432,2.6,0.224,0.336,2,0.144,0.24,1.5,0.096,0.168,1.333333,0.08,0.144,1.25
110.691,53.78096,0.72,0.192,0.536,0.416,0.56,2.888889,0.288,0.416,2.25,0.232,0.352,1.933333,0.144,0.248,1.384615,0.096,0.184,1.090909,0.08,0.152,1.111111
111.8644,54.95437,0.72,0.184,0.544,0.464,0.6,3.411765,0.344,0.464,2.866667,0.288,0.4,2.571429,0.176,0.272,1.833333,0.104,0.184,1.3,0.088,0.16,1.222222
113.6245,56.71447,0.72,0.176,0.552,0.432,0.568,3.176471,0.296,0.416,2.466667,0.24,0.352,2.142857,0.144,0.24,1.5,0.112,0.184,1.555556,0.096,0.16,1.5
113.2334,56.5189,0.72,0.168,0.544,0.432,0.56,3.375,0.328,0.44,2.928571,0.264,0.368,2.538462,0.16,0.248,1.818182,0.112,0.184,1.555556,0.088,0.144,1.571429
112.6467,55.34554,0.72,0.184,0.544,0.44,0.584,3.055556,0.304,0.424,2.533333,0.256,0.368,2.285714,0.152,0.248,1.583333,0.104,0.184,1.3,0.08,0.152,1.111111
114.4069,55.54111,0.744,0.176,0.56,0.44,0.576,3.235294,0.344,0.464,2.866667,0.288,0.4,2.571429,0.176,0.264,2,0.12,0.192,1.666667,0.096,0.16,1.5
113.8202,55.14997,0.728,0.184,0.552,0.432,0.576,3,0.312,0.432,2.6,0.264,0.376,2.357143,0.152,0.248,1.583333,0.104,0.184,1.3,0.08,0.152,1.111111
110.1044,54.75884,0.728,0.176,0.544,0.432,0.568,3.176471,0.32,0.44,2.666667,0.264,0.376,2.357143,0.144,0.24,1.5,0.104,0.184,1.3,0.08,0.144,1.25
109.7132,53.781,0.736,0.184,0.544,0.424,0.56,3.117647,0.312,0.432,2.6,0.224,0.336,2,0.144,0.24,1.5,0.096,0.168,1.333333,0.08,0.144,1.25
110.6911,53.781,0.72,0.192,0.536,0.416,0.56,2.888889,0.288,0.416,2.25,0.232,0.352,1.933333,0.144,0.248,1.384615,0.096,0.184,1.090909,0.08,0.152,1.111111
111.8645,54.9544,0.72,0.184,0.544,0.464,0.6,3.411765,0.344,0.464,2.866667,0.288,0.4,2.571429,0.176,0.272,1.833333,0.104,0.184,1.3,0.088,0.16,1.222222
113.6246,56.71451,0.72,0.176,0.552,0.432,0.568,3.176471,0.296,0.416,2.466667,0.24,0.352,2.142857,0.144,0.24,1.5,0.112,0.184,1.555556,0.096,0.16,1.5
113.2335,56.51894,0.72,0.168,0.544,0.432,0.56,3.375,0.328,0.44,2.928571,0.264,0.368,2.538462,0.16,0.248,1.818182,0.112,0.184,1.555556,0.088,0.144,1.571429
62.386,60.2347,0.656,0.16,0.504,0.4,0.52,3.33333,0.2,0.296,2.08333,0.16,0.256,1.66667,0.12,0.2,1.5,0.096,0.16,1.5,0.08,0.136,1.42857
138.6572,61.99483,0.656,0.152,0.496,0.384,0.496,3.428571,0.24,0.336,2.5,0.184,0.272,2.090909,0.128,0.2,1.777778,0.096,0.152,1.714286,0.088,0.136,1.833333
138.0705,61.40812,0.648,0.16,0.496,0.376,0.496,3.133333,0.224,0.328,2.153846,0.176,0.272,1.833333,0.128,0.208,1.6,0.096,0.16,1.5,0.08,0.136,1.428571
135.7237,61.21256,0.648,0.152,0.488,0.376,0.496,3.133333,0.224,0.328,2.153846,0.168,0.264,1.75,0.12,0.2,1.5,0.096,0.16,1.5,0.08,0.136,1.428571
136.506,60.82142,0.648,0.16,0.488,0.352,0.472,2.933333,0.208,0.312,2,0.16,0.256,1.666667,0.12,0.2,1.5,0.096,0.16,1.5,0.08,0.136,1.428571
138.6572,62.77709,0.64,0.16,0.48,0.384,0.504,3.2,0.248,0.352,2.384615,0.184,0.28,1.916667,0.128,0.208,1.6,0.096,0.16,1.5,0.08,0.136,1.428571
80.9649,80.7693,0.656,0.16,0.488,0.368,0.488,3.06667,0.232,0.336,2.23077,0.176,0.272,1.83333,0.128,0.208,1.6,0.096,0.16,1.5,0.08,0.136,1.42857
140.6129,62.38596,0.64,0.168,0.48,0.368,0.496,2.875,0.216,0.328,1.928571,0.168,0.272,1.615385,0.112,0.2,1.272727,0.088,0.16,1.222222,0.072,0.136,1.125
138.8528,61.79926,0.648,0.16,0.496,0.368,0.48,3.285714,0.224,0.32,2.333333,0.168,0.256,1.909091,0.12,0.2,1.5,0.096,0.16,1.5,0.08,0.136,1.428571
136.506,61.21256,0.648,0.152,0.488,0.36,0.48,3,0.2,0.296,2.083333,0.16,0.256,1.666667,0.12,0.2,1.5,0.088,0.152,1.375,0.08,0.136,1.428571
137.8749,63.16823,0.632,0.16,0.48,0.336,0.456,2.8,0.192,0.296,1.846154,0.152,0.248,1.583333,0.112,0.192,1.4,0.088,0.16,1.222222,0.072,0.128,1.285714
141.004,81.55155,0.64,0.152,0.488,0.384,0.496,3.428571,0.248,0.344,2.583333,0.184,0.272,2.090909,0.128,0.2,1.777778,0.096,0.152,1.714286,0.088,0.136,1.833333
81.7471,62.7771,0.64,0.152,0.496,0.36,0.472,3.21429,0.224,0.32,2.33333,0.176,0.264,2,0.128,0.2,1.77778,0.104,0.168,1.625,0.088,0.144,1.57143
141.5907,61.79926,0.648,0.144,0.488,0.368,0.48,3.285714,0.216,0.304,2.454545,0.168,0.248,2.1,0.12,0.192,1.666667,0.096,0.152,1.714286,0.08,0.128,1.666667
